first,second,first_top1,second_top1,weaker_top1,best_solo_top1,mean_solo_top1,pair_top1,gain_over_best,gain_over_mean,relative_error_reduction_over_best,score_correlation,margin_correlation,correctness_correlation,prediction_disagreement,double_fault,wrong_winner_agreement,oracle_top1,oracle_headroom_over_best,oracle_headroom_realized
atm23,ge100,32.75,37.05,32.75,37.05,34.9,41.3,4.25,6.399999999999999,0.06751389992057188,0.8068250781307352,0.5075896285661795,0.3051539978789836,0.7085,0.4925,0.2050761421319797,50.74999999999999,13.699999999999996,0.3102189781021899
atm23,tsconv_eva,32.75,33.95,32.75,33.95,33.35,39.6,5.649999999999999,6.25,0.08554125662376985,0.7952175336649809,0.49259000089380417,0.34114568467122464,0.7135,0.52,0.19134615384615383,48.0,14.049999999999997,0.40213523131672596
atm23,tsconv_vith,32.75,32.65,32.65,32.75,32.7,39.550000000000004,6.800000000000004,6.850000000000001,0.1011152416356878,0.7994830594444976,0.49466683259630234,0.32067538191911515,0.714,0.5235,0.2072588347659981,47.65,14.899999999999999,0.45637583892617484
atm23,tsconv_bigg,32.75,32.75,32.75,32.75,32.75,40.6,7.850000000000001,7.850000000000001,0.116728624535316,0.7897764400187788,0.5007893569939431,0.31439598172479427,0.7275,0.5215,0.1840843720038351,47.85,15.100000000000001,0.5198675496688742
atm23,atm_vith,32.75,29.799999999999997,29.799999999999997,32.75,31.275,35.15,2.3999999999999986,3.875,0.035687732342007415,0.880443712703711,0.6545630500281001,0.44214081649317893,0.6385,0.567,0.2980599647266314,43.3,10.549999999999997,0.2274881516587677
atm23,atm_iv_group_e75,32.75,35.55,32.75,35.55,34.15,37.3,1.75,3.1499999999999986,0.027152831652443754,0.8979674789151105,0.717517374063572,0.5122632566491571,0.572,0.5485,0.35824977210574294,45.15,9.600000000000001,0.18229166666666663
atm23,iv33_group_e75,32.75,35.65,32.75,35.65,34.2,44.0,8.350000000000001,9.799999999999997,0.1297591297591298,0.7730849766030717,0.47268591157868867,0.28359515200276536,0.7245,0.4965,0.19133937562940584,50.349999999999994,14.699999999999996,0.568027210884354
atm23,sqf_bigg,32.75,34.1,32.75,34.1,33.425,40.8,6.699999999999996,7.375,0.10166919575113802,0.789418218818604,0.4879868091567088,0.33407856873819736,0.7205,0.5175,0.18067632850241547,48.25,14.149999999999999,0.47349823321554746
atm23,sqf_vith,32.75,30.7,30.7,32.75,31.725,40.050000000000004,7.300000000000004,8.325000000000003,0.10855018587360601,0.8044795047021917,0.5396667139197309,0.3670686503811326,0.707,0.5455,0.2071494042163153,45.45,12.700000000000003,0.5748031496062994
atm23,multi_eva,32.75,30.4,30.4,32.75,31.575,38.25,5.5,6.675000000000001,0.08178438661710037,0.7920625579517392,0.47431135790395984,0.32630681120737554,0.723,0.5385,0.19870009285051068,46.150000000000006,13.400000000000006,0.4104477611940297
atm23,multi_vith,32.75,28.449999999999996,28.449999999999996,32.75,30.599999999999998,37.45,4.700000000000003,6.850000000000005,0.06988847583643126,0.8110181573119346,0.5243811692752843,0.3722829232687576,0.7255,0.56,0.18303571428571427,44.0,11.25,0.417777777777778
atm23,encv3_multiscale_sqf,32.75,34.9,32.75,34.9,33.825,41.199999999999996,6.299999999999997,7.374999999999993,0.09677419354838707,0.8131089088739477,0.503103612094358,0.29818590252001526,0.717,0.5045,0.20218037661050545,49.55,14.649999999999999,0.4300341296928326
atm23,encv3_multiscale_bissm,32.75,29.5,29.5,32.75,31.125,39.800000000000004,7.050000000000004,8.675000000000004,0.10483271375464691,0.772864216869775,0.47668188604751877,0.2447768326675498,0.765,0.5265,0.16334283000949668,47.349999999999994,14.599999999999994,0.4828767123287676
atm23,encv3_ranked_perceiver,32.75,33.050000000000004,32.75,33.050000000000004,32.900000000000006,39.6,6.549999999999997,6.699999999999996,0.09783420463032111,0.8050311386772939,0.48354954463574595,0.318275385517391,0.716,0.5205,0.2026897214217099,47.949999999999996,14.899999999999991,0.4395973154362417
atm23,dimfrozen_fd32,32.75,32.85,32.75,32.85,32.8,38.85,6.0,6.050000000000004,0.08935219657483245,0.828112067974643,0.5472717487565939,0.36483905748198975,0.686,0.532,0.23684210526315788,46.800000000000004,13.950000000000003,0.4301075268817203
atm23,dimfrozen_fd64,32.75,33.45,32.75,33.45,33.1,39.6,6.149999999999999,6.5,0.09241172051089405,0.8276093682047521,0.5485422824476066,0.36785263064360785,0.6895,0.529,0.22589792060491493,47.099999999999994,13.649999999999991,0.4505494505494507
atm23,dimfrozen_fd128,32.75,35.15,32.75,35.15,33.95,39.4,4.25,5.449999999999996,0.06553585196607556,0.8323601072589665,0.5471859674429393,0.354292663469419,0.682,0.5155,0.23957322987390883,48.449999999999996,13.299999999999997,0.3195488721804512
atm23,dimfrozen_fd256,32.75,34.65,32.75,34.65,33.7,38.65,4.0,4.949999999999996,0.06120887528691661,0.8317851219354457,0.5400851332910179,0.3605656050221763,0.686,0.52,0.23076923076923078,48.0,13.350000000000001,0.29962546816479396
atm23,dimfrozen_fd512,32.75,34.599999999999994,32.75,34.599999999999994,33.675,39.4,4.800000000000004,5.725000000000001,0.0733944954128441,0.8347966423235538,0.5381356531973546,0.34574363083199033,0.687,0.517,0.2369439071566731,48.3,13.700000000000003,0.3503649635036499
atm23,dimfrozen_fd1024,32.75,34.699999999999996,32.75,34.699999999999996,33.724999999999994,40.2,5.500000000000007,6.4750000000000085,0.08422664624808585,0.8336228085384048,0.5432481543562616,0.3552342675920008,0.6865,0.5185,0.23240115718418514,48.15,13.450000000000003,0.4089219330855023
atm23,atm_iv_seed3301,32.75,34.4,32.75,34.4,33.575,35.9,1.5,2.3249999999999957,0.02286585365853659,0.9263081117799331,0.7582200347650696,0.5420355599483931,0.5235,0.562,0.43238434163701067,43.8,9.399999999999999,0.15957446808510642
atm23,iv33_group_e75_seed3301,32.75,37.1,32.75,37.1,34.925,42.6,5.5,7.675000000000004,0.08744038155802862,0.7730388814627446,0.4593353773075553,0.29773069658655854,0.7165,0.4905,0.1926605504587156,50.949999999999996,13.849999999999994,0.39711191335740087
atm23,tsconv_bigg_seed3301,32.75,32.15,32.15,32.75,32.45,39.900000000000006,7.150000000000006,7.450000000000003,0.10631970260223057,0.7931129019677877,0.483291165180472,0.3089068828415746,0.7245,0.524,0.19561068702290077,47.599999999999994,14.849999999999994,0.48148148148148207
atm23,p3300,32.75,35.05,32.75,35.05,33.9,40.050000000000004,5.000000000000007,6.150000000000006,0.07698229407236347,0.8285539460768981,0.5690433703303456,0.3738509095839905,0.676,0.5205,0.24111431316042267,47.949999999999996,12.899999999999999,0.3875968992248068
atm23,p3301,32.75,34.849999999999994,32.75,34.849999999999994,33.8,39.2,4.3500000000000085,5.400000000000006,0.06676899462778217,0.8201652137004833,0.5588785593876093,0.3772752780188271,0.668,0.5225,0.2555023923444976,47.75,12.900000000000006,0.3372093023255819
atm23,p3302,32.75,34.599999999999994,32.75,34.599999999999994,33.675,39.65,5.050000000000004,5.975000000000001,0.07721712538226305,0.8179766208631803,0.5676453686969855,0.3659009974024893,0.668,0.5215,0.26270373921380635,47.85,13.250000000000007,0.38113207547169825
atm25,atm_iv,33.45,35.199999999999996,33.45,35.199999999999996,34.325,36.55,1.3500000000000014,2.2249999999999943,0.020833333333333353,0.9514789222733145,0.8246151314241192,0.620211102637564,0.444,0.571,0.5227670753064798,42.9,7.700000000000003,0.17532467532467544
atm25,atm31,33.45,36.5,33.45,36.5,34.975,37.45,0.9500000000000028,2.4750000000000014,0.014960629921259887,0.9261433977617484,0.7747147645274899,0.5565029314854849,0.517,0.549,0.42714025500910746,45.1,8.600000000000001,0.11046511627907007
atm25,atm33,33.45,34.2,33.45,34.2,33.825,38.3,4.099999999999994,4.474999999999994,0.0623100303951367,0.9038808668564173,0.7022855781743451,0.5008542876227803,0.563,0.55,0.38272727272727275,45.0,10.799999999999997,0.3796296296296292
atm25,atm35,33.45,32.6,32.6,33.45,33.025000000000006,38.550000000000004,5.100000000000001,5.524999999999999,0.07663410969196095,0.8979516106533203,0.6864383659430233,0.4768130136679187,0.598,0.554,0.33844765342960287,44.6,11.149999999999999,0.45739910313901366
atm25,iv23,33.45,33.95,33.45,33.95,33.7,39.85,5.899999999999999,6.149999999999999,0.08932626797880391,0.8529643553880234,0.5841393738362907,0.36897343945550065,0.6705,0.522,0.2557471264367816,47.8,13.849999999999994,0.42599277978339356
atm25,iv25,33.45,33.650000000000006,33.45,33.650000000000006,33.550000000000004,40.2,6.549999999999997,6.649999999999999,0.09871891484551616,0.8532355985320657,0.5847665441078264,0.3832480582095235,0.6505,0.527,0.2874762808349146,47.3,13.649999999999991,0.4798534798534799
atm25,iv28,33.45,36.1,33.45,36.1,34.775000000000006,41.6,5.5,6.824999999999996,0.08607198748043819,0.8426602179360618,0.5656832620688403,0.35632164705524794,0.6805,0.506,0.233201581027668,49.4,13.299999999999997,0.41353383458646625
atm25,iv31,33.45,35.65,33.45,35.65,34.55,42.199999999999996,6.549999999999997,7.649999999999999,0.10178710178710175,0.8250434565441181,0.5205759471269015,0.35069312112419404,0.6885,0.5075,0.22266009852216748,49.25,13.600000000000001,0.48161764705882326
atm25,iv33,33.45,35.85,33.45,35.85,34.650000000000006,43.55,7.699999999999996,8.899999999999991,0.1200311769290724,0.810473334953625,0.4968798519183183,0.31636418381671066,0.711,0.4985,0.19558676028084251,50.14999999999999,14.29999999999999,0.5384615384615385
atm25,iv35,33.45,33.95,33.45,33.95,33.7,42.95,9.0,9.25,0.13626040878122636,0.7939326105380883,0.44229202846252796,0.2794572463618443,0.7255,0.502,0.19621513944223107,49.8,15.849999999999994,0.5678233438485807
atm25,sqf28,33.45,36.65,33.45,36.65,35.05,42.6,5.950000000000003,7.550000000000004,0.0939226519337017,0.8305106281077348,0.5527301105798582,0.35807392090215145,0.677,0.503,0.23658051689860835,49.7,13.050000000000004,0.45593869731800774
atm25,inductive_v2_multiscale_ts_mixer,33.45,33.6,33.45,33.6,33.525000000000006,40.6,7.0,7.074999999999996,0.10542168674698794,0.844608422303884,0.5678514739241495,0.37292119032404547,0.6855,0.525,0.22666666666666666,47.5,13.899999999999999,0.5035971223021584
atm25,temporal_conformer,33.45,29.099999999999998,29.099999999999998,33.45,31.275,34.75,1.2999999999999972,3.4750000000000014,0.01953418482344098,0.880881096489691,0.6648205777785403,0.4650304151204202,0.631,0.5715,0.3009623797025372,42.85,9.399999999999999,0.13829787234042526
